"ug","contrato_ano","objeto","situacao","estagio","processo","fornecedor",data_inicio_vigencia,data_fim_vigencia,valor,"download"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","402/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"11736961489 - DAYANE MARIA DOS SANTOS",2024/02/02 00:00:00.000,2024/08/01 00:00:00.000, 7000.0,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_402_1400839.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","403/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"10554772000129 - BALE DACULTURA NEGRA DO RECIFE",2024/02/05 00:00:00.000,2024/08/04 00:00:00.000, 10692.0,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_403_1400880.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","404/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"7823337000148 - ASSOCIAÇÃO CARNAVALESCA DOS CABOCLINHOS E INDIOS DE PE",2024/02/02 00:00:00.000,2024/08/01 00:00:00.000, 6682.5,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_404_1400889.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","405/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"43119757000101 - TRAKEJO PRODUCAO E ASSESSORIA LTDA",2024/02/02 00:00:00.000,2024/08/01 00:00:00.000, 12000.0,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_405_1400896.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","406/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"7823337000148 - ASSOCIAÇÃO CARNAVALESCA DOS CABOCLINHOS E INDIOS DE PE",2024/02/02 00:00:00.000,2024/08/01 00:00:00.000, 6014.25,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_406_1400905.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","408/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"11188966000110 - ASSOCIACAO DOS MARACATUS NAÇÃO DE PERNAMBUCO",2024/02/02 00:00:00.000,2024/08/01 00:00:00.000, 12028.5,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_408_1400907.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","409/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"11188966000110 - ASSOCIACAO DOS MARACATUS NAÇÃO DE PERNAMBUCO",2024/02/02 00:00:00.000,2024/08/01 00:00:00.000, 5000.0,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_409_1400911.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","410/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"19507734000190 - RELUZIR PRODUÇÕES MUSICAIS LTDA-ME",2024/02/03 00:00:00.000,2024/08/02 00:00:00.000, 24866.67,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_410_1400915.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","411/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"7129998000178 - PRLM DE MELO PRODUÇÕES",2024/02/02 00:00:00.000,2024/08/01 00:00:00.000, 50000.0,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_411_1401151.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","412/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"11188966000110 - ASSOCIACAO DOS MARACATUS NAÇÃO DE PERNAMBUCO",2024/02/02 00:00:00.000,2024/08/01 00:00:00.000, 13000.0,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_412_1401168.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","413/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"7823337000148 - ASSOCIAÇÃO CARNAVALESCA DOS CABOCLINHOS E INDIOS DE PE",2024/02/04 00:00:00.000,2024/08/03 00:00:00.000, 6682.5,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_413_1401178.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","415/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"17041693000163 - ASSOCIAÇÃO CULTURAL NAÇÃO DE OXALÁ",2024/02/03 00:00:00.000,2024/08/02 00:00:00.000, 6500.0,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_415_1401190.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","416/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"11188966000110 - ASSOCIACAO DOS MARACATUS NAÇÃO DE PERNAMBUCO",2024/02/02 00:00:00.000,2024/08/01 00:00:00.000, 6682.5,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_416_1401210.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","418/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"2193239000150 - J & R PRODUÇÕES LTDA",2024/02/05 00:00:00.000,2024/08/04 00:00:00.000, 25000.0,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_418_1401575.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","419/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"22437285000165 - DANDA PRODUÇÕES E EVENTOS EIRELI-ME",2024/02/03 00:00:00.000,2024/08/02 00:00:00.000, 3900.0,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_419_1401597.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","420/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"20453780000132 - R S DOS SANTOS PRODUÇÃO MUSICAL",2024/02/03 00:00:00.000,2024/08/02 00:00:00.000, 6682.5,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_420_1401602.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","421/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"8894801000150 - CENTRO CULTURAL FAROL DA VILA",2024/02/02 00:00:00.000,2024/08/01 00:00:00.000, 5000.0,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_421_1401611.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","422/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"14915628000121 - JADION HELENA DOS SANTOS",2024/02/03 00:00:00.000,2024/08/02 00:00:00.000, 10692.0,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_422_1401622.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","423/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"22437285000165 - DANDA PRODUÇÕES E EVENTOS EIRELI-ME",2024/02/02 00:00:00.000,2024/08/01 00:00:00.000, 3900.0,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_423_1402052.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","424/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"10456777000119 - CENTRO CULTURAL COCO DO AMARO BRANCO",2024/02/03 00:00:00.000,2024/08/02 00:00:00.000, 11360.25,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_424_1402055.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","426/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"19939528000159 - A CARA DAQUI PRODUÇÕES DE EVENTOS LTDA.",2024/02/05 00:00:00.000,2024/08/04 00:00:00.000, 8000.0,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_426_1402063.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","427/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"15139408000116 - LEONARDO C O DE ARAUJO-ME",2024/02/03 00:00:00.000,2024/08/02 00:00:00.000, 11000.0,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_427_1402070.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","428/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"11188966000110 - ASSOCIACAO DOS MARACATUS NAÇÃO DE PERNAMBUCO",2024/02/02 00:00:00.000,2024/08/01 00:00:00.000, 13365.0,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_428_1402080.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","429/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"10426137000166 - AMPLIAR SERVIÇOS DE CULTURA E ARTE LTDA",2024/02/06 00:00:00.000,2024/08/05 00:00:00.000, 25000.0,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_429_1402086.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","431/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"23862700000190 - INSTITUTO DE CULTURA E ECONOMIA SOLIDARIA MARIA LUIZA",2024/02/03 00:00:00.000,2024/08/02 00:00:00.000, 8500.0,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_431_1402102.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","432/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"8798225000147 - CENTRO CULTURAL CAMBINDA ESTRELA",2024/02/05 00:00:00.000,2024/08/04 00:00:00.000, 13365.0,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_432_1402120.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","433/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"11188966000110 - ASSOCIACAO DOS MARACATUS NAÇÃO DE PERNAMBUCO",2024/02/03 00:00:00.000,2024/08/02 00:00:00.000, 5400.0,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_433_1402134.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","435/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"35929004000133 - ASSOCIAÇÃO CULTURAL RAIZES DO SERTÃO",2024/02/02 00:00:00.000,2024/08/01 00:00:00.000, 4833.33,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_435_1402661.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","436/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"51034132000175 - JB PRODUTORA LTDA",2024/02/06 00:00:00.000,2024/08/05 00:00:00.000, 20000.0,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_436_1402663.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","437/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"11877579000191 - MICKAEL DE AZEVEDO BARBOSA",2024/02/03 00:00:00.000,2024/08/02 00:00:00.000, 5500.0,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_437_1402670.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","438/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"16704673000162 - ORQUESTRA CONTEMPORÂNEA DE OLINDA LTDA - ME",2024/02/03 00:00:00.000,2024/08/02 00:00:00.000, 22600.0,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_438_1402695.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","440/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"33462041000159 - LABAB PRODUÇÕES ARTÍSTICAS LTDA",2024/02/05 00:00:00.000,2024/08/04 00:00:00.000, 220000.0,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_440_1402720.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","441/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"23862700000190 - INSTITUTO DE CULTURA E ECONOMIA SOLIDARIA MARIA LUIZA",2024/02/03 00:00:00.000,2024/08/02 00:00:00.000, 12000.0,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_441_1402784.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","443/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"19297391000186 - LUAPRODUÇÕES ARTÍSTICAS LTDA - ME",2024/02/03 00:00:00.000,2024/08/02 00:00:00.000, 30000.0,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_443_1402803.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","446/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"10052496000109 - CLUBE CARNAVALESCO MISTO SEU MALAQUIAS",2024/02/03 00:00:00.000,2024/08/02 00:00:00.000, 11761.2,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_446_1404081.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","447/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"11188966000110 - ASSOCIACAO DOS MARACATUS NAÇÃO DE PERNAMBUCO",2024/02/03 00:00:00.000,2024/08/02 00:00:00.000, 5346.0,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_447_1404942.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","454/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"41182051812 - KEILA ESTEFANY DANIELLE DE OLIVEIRA",2024/02/05 00:00:00.000,2024/08/04 00:00:00.000, 500.0,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_454_1404976.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","456/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"13063459000186 - M DE S SANTOS - PRODUCAO MUSICAL - ME",2024/02/05 00:00:00.000,2024/08/04 00:00:00.000, 12000.0,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_456_1404995.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","457/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"23862700000190 - INSTITUTO DE CULTURA E ECONOMIA SOLIDARIA MARIA LUIZA - INSTITUTO TIA LUIZA",2024/02/03 00:00:00.000,2024/08/02 00:00:00.000, 3900.0,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_457_1405033.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","458/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"41752322000174 - INSTITUTO BOI DA MACUCA",2024/02/03 00:00:00.000,2024/08/02 00:00:00.000, 20000.0,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_458_1405072.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","459/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"3486144000198 - ASSOCIAÇÃO URUCUNGO",2024/02/03 00:00:00.000,2024/08/02 00:00:00.000, 5078.7,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_459_1405089.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","460/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"7495643420 - SEVERINA MARIA DE LIMA",2024/02/03 00:00:00.000,2024/08/02 00:00:00.000, 5000.0,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_460_1405133.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","462/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"12919669000160 - S R DE OLIVEIRA MELO TERNO DA MATA PRODUÇÕES",2024/02/06 00:00:00.000,2024/08/05 00:00:00.000, 15000.0,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_462_1405529.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","464/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"32482767000190 - FRANCISCO S DA COSTA JUNIOR",2024/02/03 00:00:00.000,2024/08/02 00:00:00.000, 35000.0,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_464_1405537.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","465/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"13982184000184 - PASSO DE ANJO PRODUÇÕES ARTÍSTICAS",2024/02/04 00:00:00.000,2024/08/03 00:00:00.000, 53600.0,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_465_1405550.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","466/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"43972403000105 - MACUCA EXPERIMENTOS CULTURAIS LTDA",2024/02/03 00:00:00.000,2024/08/02 00:00:00.000, 34200.0,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_466_1405555.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","469/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"34086200406 - LUIZ CARLOS DA SILVA",2024/02/05 00:00:00.000,2024/08/04 00:00:00.000, 4000.0,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_469_1405574.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","471/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"7105452000187 - SONIA CRISTINA COSTA FERREIRA-SONIA COSTA PRODUÇÕES E EVENTOS",2024/02/03 00:00:00.000,2024/08/02 00:00:00.000, 13365.0,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_471_1406710.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","473/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"18019099468 - JOAO LUIS DE SANTANA",2024/02/05 00:00:00.000,2024/08/04 00:00:00.000, 8000.0,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_473_1406716.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","474/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"7823337000148 - ASSOCIAÇÃO CARNAVALESCA DOS CABOCLINHOS E INDIOS DE PE",2024/02/04 00:00:00.000,2024/08/03 00:00:00.000, 6682.5,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_474_1406721.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","475/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"7105452000187 - SONIA CRISTINA COSTA FERREIRA-SONIA COSTA PRODUÇÕES E EVENTOS",2024/02/03 00:00:00.000,2024/08/02 00:00:00.000, 10692.0,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_475_1406725.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","478/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"7129998000178 - PRLM DE MELO PRODUÇÕES",2024/02/06 00:00:00.000,2024/08/05 00:00:00.000, 50000.0,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_478_1406729.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","479/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"39721242000100 - FARIAS EVENTOS E PRODUÇÕES EIRELI",2024/02/03 00:00:00.000,2024/08/02 00:00:00.000, 25000.0,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_479_1406731.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","480/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"11210531000125 - BLOCO CARNAVALESCO O LIRA DA TARDE.",2024/02/06 00:00:00.000,2024/08/05 00:00:00.000, 10692.0,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_480_1406733.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","481/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"11188966000110 - ASSOCIACAO DOS MARACATUS NAÇÃO DE PERNAMBUCO",2024/02/05 00:00:00.000,2024/08/04 00:00:00.000, 5400.0,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_481_1406740.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","483/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"14915628000121 - JADION HELENA DOS SANTOS PRODUÇÕES",2024/02/03 00:00:00.000,2024/08/02 00:00:00.000, 10692.0,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_483_1406752.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","484/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"22276054000117 - AC PRIME PRODUÇÕES E EVENTOS EIRELI - ME",2024/02/03 00:00:00.000,2024/08/02 00:00:00.000, 21842.0,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_484_1406774.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","485/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"20637693000135 - BACAMARTE PRODUÇÕES - BENIL PEREIRA RAMOS ME",2024/02/06 00:00:00.000,2024/08/05 00:00:00.000, 33500.0,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_485_1406786.pdf"
"FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO","487/2024","2.012 SERVIÇOS PRESTADOS POR PROFISSIONAL DO SETOR ARTÍSTICO",,"EM EXECUçãO",,"11188966000110 - ASSOCIACAO DOS MARACATUS NAÇÃO DE PERNAMBUCO",2024/02/05 00:00:00.000,2024/08/04 00:00:00.000, 10692.0,"http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2024_487_1406794.pdf"
